"Termos","Freq","Documento","IES","Código"
"wai",1,12,19,5782
"weight",3,12,19,5817
"whether",1,12,19,5835
"wide",1,12,19,5842
"word",1,12,19,5866
"accord",1,13,19,38
"addit",1,13,19,70
"also",1,13,19,181
"altern",1,13,19,186
"ber",1,13,19,523
"bernoulli",1,13,19,525
"best",1,13,19,533
"censor",9,13,19,831
"cient",1,13,19,918
"continu",1,13,19,1152
"data",7,13,19,1330
"discret",2,13,19,1521
"distribut",2,13,19,1560
"effi",1,13,19,1671
"failur",1,13,19,1947
"gener",5,13,19,2200
"indic",2,13,19,2626
"keyword",1,13,19,2877
"mechan",2,13,19,3251
"method",1,13,19,3306
"methodologi",3,13,19,3308
"noulli",1,13,19,3646
"obtain",3,13,19,3681
"paramet",1,13,19,3838
"present",3,13,19,4158
"prove",1,13,19,4251
"random",4,13,19,4359
"result",1,13,19,4528
"right",2,13,19,4565
"sever",1,13,19,4805
"show",1,13,19,4834
"simpl",1,13,19,4873
"simul",1,13,19,4880
"strength",1,13,19,5127
"stress",1,13,19,5129
"surviv",2,13,19,5227
"time",1,13,19,5401
"type",1,13,19,5527
"viii",1,13,19,5730
"wai",1,13,19,5782
"work",2,13,19,5867
"-",8,14,19,NA
"-<U+03BB>",1,14,19,NA
"-j",1,14,19,NA
"<U+03B3>k<U+03B3>",1,14,19,NA
"<U+03BB>a",1,14,19,NA
"<U+F8F1>",1,14,19,NA
"<U+F8F2>",1,14,19,NA
"<U+F8F3>",1,14,19,NA
"absolut",2,14,19,18
"accord",1,14,19,38
"alloc",1,14,19,171
"analyt",1,14,19,226
"applic",1,14,19,284
"arriv",4,14,19,339
"calcul",1,14,19,720
"case",1,14,19,791
"close",2,14,19,962
"copt",3,14,19,1181
"cost",2,14,19,1204
"determin",1,14,19,1445
"differ",1,14,19,1487
"distanc",1,14,19,1550
"equal",1,14,19,1789
"even",1,14,19,1855
"event",2,14,19,1856
"expect",2,14,19,1903
"find",1,14,19,2026
"first",1,14,19,2035
"formula",2,14,19,2092
"found",1,14,19,2100
"fox",1,14,19,2105
"function",2,14,19,2146
"hypergeometr",1,14,19,2528
"independ",2,14,19,2623
"interv",1,14,19,2745
"kranaki",1,14,19,2899
"minimum",2,14,19,3352
"mod",2,14,19,3388
"moment",1,14,19,3406
"movement",1,14,19,3446
"obtain",1,14,19,3681
"odd",1,14,19,3689
"particular",1,14,19,3862
"poisson",2,14,19,4043
"potenti",1,14,19,4106
"process",4,14,19,4204
"rate",3,14,19,4369
"respect",2,14,19,4517
"result",1,14,19,4528
"second",1,14,19,4735
"sensor",1,14,19,4774
"sum",1,14,19,5188
"time",2,14,19,5401
"transport",2,14,19,5476
"tween",1,14,19,5518
"two",3,14,19,5525
"work",1,14,19,5867
"xiii",1,14,19,5894
"xiv",1,14,19,5896
"xkr",2,14,19,5897
"abl",1,15,19,12
"adjust",2,15,19,80
"analysi",2,15,19,224
"analyz",1,15,19,227
"appear",1,15,19,282
"approach",1,15,19,289
"assum",1,15,19,371
"bandwidth",1,15,19,462
"binomi",8,15,19,566
"bring",2,15,19,670
"case",3,15,19,791
"consid",1,15,19,1123
"count",2,15,19,1211
"covid",1,15,19,1226
"data",8,15,19,1330
"distribut",4,15,19,1560
"entitl",1,15,19,1759
"exist",1,15,19,1897
"extens",1,15,19,1929
"final",1,15,19,2022
"fit",1,15,19,2044
"flexibl",1,15,19,2056
"geograph",4,15,19,2216
"goal",1,15,19,2267
"gwnbr",1,15,19,2353
"gwzinbr",1,15,19,2355
"includ",1,15,19,2606
"inflat",7,15,19,2652
"keyword",1,15,19,2877
"korea",2,15,19,2896
"larg",1,15,19,2939
"local",1,15,19,3060
"mean",1,15,19,3245
"model",6,15,19,3392
"neg",8,15,19,3541
"nomenon",1,15,19,3611
"non",1,15,19,3614
"perform",1,15,19,3936
"phe",1,15,19,3972
"poisson",4,15,19,4043
"present",1,15,19,4158
"problem",1,15,19,4200
"qualiti",1,15,19,4302
"rbnizgp",2,15,19,4380
"real",2,15,19,4390
"refin",1,15,19,4430
"regress",5,15,19,4446
"result",2,15,19,4528
"select",1,15,19,4753
"show",3,15,19,4834
"simul",2,15,19,4880
"solv",1,15,19,4980
"south",2,15,19,4994
"space",1,15,19,4999
"spatial",4,15,19,5004
"stationar",2,15,19,5086
"studi",1,15,19,5142
"therefor",1,15,19,5358
"thu",1,15,19,5392
"variat",1,15,19,5675
"verifi",1,15,19,5701
"vii",1,15,19,5729
"weight",4,15,19,5817
"weinstein",1,15,19,5818
"without",2,15,19,5859
"work",2,15,19,5867
"zero",8,15,19,5920
"zinbr",1,15,19,5926
"aic",1,16,19,137
"aicc",1,16,19,138
"analyz",1,16,19,227
"applic",1,16,19,284
"articl",2,16,19,342
"asymmetr",1,16,19,378
"base",3,16,19,473
"bic",1,16,19,548
"birnbaum",3,16,19,583
"carlo",1,16,19,778
"carri",1,16,19,783
"case",1,16,19,791
"class",1,16,19,940
"conduct",1,16,19,1093
"consid",1,16,19,1123
"cox",1,16,19,1228
"criteria",1,16,19,1253
"data",1,16,19,1330
"differ",1,16,19,1487
"distribut",7,16,19,1560
"estim",1,16,19,1830
"evalu",1,16,19,1851
"famili",2,16,19,1953
"final",1,16,19,2022
"first",2,16,19,2035
"gener",1,16,19,2200
"gradient",1,16,19,2292
"hypothesi",1,16,19,2533
"inform",1,16,19,2660
"insert",1,16,19,2691
"interest",1,16,19,2728
"introduc",1,16,19,2757
"keyword",1,16,19,2877
"likelihood",2,16,19,3031
"log",3,16,19,3065
"maximum",1,16,19,3234
"mixtur",3,16,19,3374
"model",3,16,19,3392
"mont",1,16,19,3413
"paramet",1,16,19,3838
"particularli",1,16,19,3863
"perform",2,16,19,3936
"posit",1,16,19,4090
"power",1,16,19,4111
"present",2,16,19,4158
"propos",2,16,19,4239
"quantil",5,16,19,4307
"random",1,16,19,4359
"ratio",1,16,19,4373
"real",1,16,19,4390
"regress",3,16,19,4446
"reparameter",1,16,19,4487
"residu",1,16,19,4510
"respons",1,16,19,4520
"sampl",1,16,19,4648
"saunder",3,16,19,4682
"scale",3,16,19,4690
"score",1,16,19,4720
"second",2,16,19,4735
"simul",3,16,19,4880
"size",2,16,19,4906
"snell",1,16,19,4947
"softwar",1,16,19,4972
"strictli",1,16,19,5132
"studi",2,16,19,5142
"symmetr",3,16,19,5242
"test",2,16,19,5336
"two",4,16,19,5525
"variabl",1,16,19,5670
"viii",1,16,19,5730
"wald",1,16,19,5786
"work",1,16,19,5867
"abl",1,17,19,12
"aim",1,17,19,141
"analyz",1,17,19,227
"approach",1,17,19,289
"aris",1,17,19,323
"assess",1,17,19,360
"assumpt",1,17,19,372
"base",2,17,19,473
"behavior",1,17,19,506
"bia",1,17,19,540
"bivari",1,17,19,590
"bution",1,17,19,703
"carlo",1,17,19,778
"censor",1,17,19,831
"class",1,17,19,940
"correl",3,17,19,1197
"data",1,17,19,1330
"dei",1,17,19,1380
"dispers",2,17,19,1535
"distri",1,17,19,1556
"distribut",3,17,19,1560
"estim",1,17,19,1830
"fang",1,17,19,1957
"fit",1,17,19,2044
"flexibl",1,17,19,2056
"gener",2,17,19,2200
"genton",1,17,19,2210
"heckman",3,17,19,2403
"illustr",1,17,19,2562
"interest",2,17,19,2728
"involv",1,17,19,2774
"keyword",1,17,19,2877
"kotz",1,17,19,2897
"lacho",1,17,19,2920
"latent",1,17,19,2949
"mal",1,17,19,3151
"marchenko",1,17,19,3183
"method",1,17,19,3306
"model",5,17,19,3392
"mont",1,17,19,3413
"new",1,17,19,3581
"normal",1,17,19,3629
"observ",1,17,19,3677
"paramet",2,17,19,3838
"part",1,17,19,3855
"perform",1,17,19,3936
"prate",1,17,19,4116
"problem",1,17,19,4200
"propos",3,17,19,4239
"real",1,17,19,4390
"recent",1,17,19,4399
"relax",1,17,19,4464
"respons",1,17,19,4520
"sampl",4,17,19,4648
"select",4,17,19,4753
"set",1,17,19,4799
"simul",1,17,19,4880
"situat",1,17,19,4899
"student",1,17,19,5141
"studi",1,17,19,5142
"symmetr",2,17,19,5242
"tent",1,17,19,5317
"two",1,17,19,5525
"vari",1,17,19,5668
"variabl",7,17,19,5670
"work",1,17,19,5867
"aberr",5,18,19,10
"adjust",1,18,19,80
"advantag",1,18,19,91
"also",1,18,19,181
"answer",1,18,19,258
"applic",1,18,19,284
"area",1,18,19,311
"base",3,18,19,473
"careless",1,18,19,773
"cheater",2,18,19,879
"compar",2,18,19,1042
"confirm",2,18,19,1103
"creativ",2,18,19,1238
"data",3,18,19,1330
"decis",1,18,19,1353
"denot",1,18,19,1405
"depend",1,18,19,1414
"descript",1,18,19,1426
"disadvantag",1,18,19,1509
"discuss",1,18,19,1525
"educ",3,18,19,1664
"effect",1,18,19,1670
"exam",1,18,19,1873
"fit",5,18,19,2044
"five",1,18,19,2046
"four",1,18,19,2102
"gener",1,18,19,2200
"good",1,18,19,2278
"guess",1,18,19,2340
"guidelin",1,18,19,2343
"hypothesi",3,18,19,2533
"identif",1,18,19,2549
"identifi",1,18,19,2550
"individu",1,18,19,2632
"inform",1,18,19,2660
"isoton",2,18,19,2793
"item",4,18,19,2800
"kei",1,18,19,2869
"level",1,18,19,3008
"lucki",1,18,19,3103
"made",1,18,19,3130
"mention",1,18,19,3281
"model",1,18,19,3392
"nalli",1,18,19,3510
"new",1,18,19,3581
"non",2,18,19,3614
"null",1,18,19,3658
"number",1,18,19,3660
"parametr",2,18,19,3840
"paulo",1,18,19,3887
"percentag",2,18,19,3925
"perform",4,18,19,3936
"person",4,18,19,3954
"propos",2,18,19,4239
"random",1,18,19,4359
"real",1,18,19,4390
"regress",2,18,19,4446
"respond",5,18,19,4519
"respons",2,18,19,4520
"result",1,18,19,4528
"roc",1,18,19,4594
"sai",1,18,19,4638
"são",1,18,19,4659
"saresp",1,18,19,4666
"school",1,18,19,4709
"score",1,18,19,4720
"sensit",1,18,19,4771
"sessment",1,18,19,4798
"set",1,18,19,4799
"show",1,18,19,4834
"simul",1,18,19,4880
"sixti",1,18,19,4905
"specifi",1,18,19,5015
"stat",1,18,19,5080
"state",1,18,19,5081
"statist",9,18,19,5088
"studi",1,18,19,5142
"system",1,18,19,5254
"test",7,18,19,5336
"theori",1,18,19,5353
"theoryperson",1,18,19,5354
"therefor",1,18,19,5358
"three",1,18,19,5383
"type",3,18,19,5527
"valid",1,18,19,5657
"valu",1,18,19,5661
"wai",1,18,19,5782
"whose",1,18,19,5841
"will",5,18,19,5849
"word",1,18,19,5866
"work",1,18,19,5867
"accomod",1,19,19,35
"acquir",1,19,19,49
"activ",1,19,19,55
"addit",1,19,19,70
"algorithm",2,19,19,162
"analysi",1,19,19,224
"august",1,19,19,410
"brazil",2,19,19,656
"censor",1,19,19,831
"censorship",1,19,19,832
"certain",1,19,19,846
"civilian",1,19,19,933
"compar",2,19,19,1042
"data",4,19,19,1330
"deep",2,19,19,1365
"depart",1,19,19,1412
"develop",1,19,19,1452
"estim",2,19,19,1830
"filter",2,19,19,2020
"final",1,19,19,2022
"gamlss",1,19,19,2173
"gener",2,19,19,2200
"govern",1,19,19,2283
"keyword",1,19,19,2877
"kind",1,19,19,2883
"last",1,19,19,2946
"law",1,19,19,2959
"learn",2,19,19,2970
"linear",2,19,19,3039
"literatur",1,19,19,3050
"locat",1,19,19,3061
"model",7,19,19,3392
"net",2,19,19,3567
"neural",2,19,19,3573
"observ",1,19,19,3677
"procedur",1,19,19,4202
"produc",1,19,19,4206
"propos",1,19,19,4239
"provid",1,19,19,4253
"public",2,19,19,4273
"qualit",1,19,19,4301
"quantit",1,19,19,4308
"reach",1,19,19,4383
"regist",1,19,19,4442
"requir",1,19,19,4502
"retir",9,19,19,4532
"right",1,19,19,4565
"scale",1,19,19,4690
"shape",1,19,19,4816
"suggest",1,19,19,5182
"surviv",1,19,19,5227
"time",3,19,19,5401
"treat",3,19,19,5480
"tri",1,19,19,5485
"well",1,19,19,5821
"work",2,19,19,5867
"worker",3,19,19,5868
"year",1,19,19,5901
"algebra",3,1,20,160
"applic",1,1,20,284
"approach",1,1,20,289
"code",1,1,20,980
"comput",1,1,20,1071
"construct",2,1,20,1133
"dimens",1,1,20,1497
"distanc",1,1,20,1550
"divers",1,1,20,1565
"embed",1,1,20,1714
"field",2,1,20,2009
"gener",2,1,20,2200
"import",1,1,20,2587
"keyword",1,1,20,2877
"known",1,1,20,2891
"lattic",5,1,20,2954
"maximum",1,1,20,3234
"method",2,1,20,3306
"minimum",1,1,20,3352
"number",3,1,20,3660
"particularli",1,1,20,3863
"present",2,1,20,4158
"product",1,1,20,4207
"real",1,1,20,4390
"rotat",1,1,20,4608
"sens",2,1,20,4769
"sixth",1,1,20,4904
"theori",2,1,20,5353
"total",1,1,20,5446
"version",1,1,20,5705
"work",1,1,20,5867
"achiev",2,2,20,46
"aim",1,2,20,141
"algorithm",1,2,20,162
"also",1,2,20,181
"among",1,2,20,208
"analys",1,2,20,223
"analysi",1,2,20,224
"annot",1,2,20,246
"applic",1,2,20,284
"approach",1,2,20,289
"aspect",1,2,20,353
"associ",1,2,20,369
"background",1,2,20,443
"base",1,2,20,473
"behind",1,2,20,508
"better",1,2,20,535
"brief",1,2,20,669
"canni",1,2,20,750
"classic",1,2,20,942
"coeffici",1,2,20,984
"com",1,2,20,1014
"combin",1,2,20,1017
"comput",2,2,20,1071
"consid",1,2,20,1123
"coordin",2,2,20,1175
"despit",1,2,20,1434
"detector",2,2,20,1441
"dice",2,2,20,1475
"differ",2,2,20,1487
"digit",2,2,20,1494
"distanc",1,2,20,1550
"edg",3,2,20,1660
"exploit",1,2,20,1916
"extract",1,2,20,1933
"featur",4,2,20,1976
"format",1,2,20,2088
"function",1,2,20,2146
"gaussian",1,2,20,2188
"goal",1,2,20,2267
"govern",1,2,20,2283
"graph",1,2,20,2305
"high",1,2,20,2447
"highlight",1,2,20,2452
"imag",9,2,20,2564
"improv",1,2,20,2593
"includ",1,2,20,2606
"index",1,2,20,2624
"input",1,2,20,2687
"interact",2,2,20,2722
"interpret",1,2,20,2741
"investig",1,2,20,2771
"issu",1,2,20,2795
"keyword",1,2,20,2877
"kind",1,2,20,2883
"laplacian",2,2,20,2938
"local",1,2,20,3060
"look",1,2,20,3082
"mainli",1,2,20,3142
"mani",1,2,20,3165
"manuscript",1,2,20,3175
"mathemat",3,2,20,3218
"mean",1,2,20,3245
"method",2,2,20,3306
"methodologi",1,2,20,3308
"metric",1,2,20,3310
"mixtur",1,2,20,3374
"model",1,2,20,3392
"monli",1,2,20,3410
"new",1,2,20,3581
"number",1,2,20,3660
"object",1,2,20,3674
"omnipres",1,2,20,3713
"other",1,2,20,3766
"perspect",1,2,20,3955
"precis",1,2,20,4126
"process",4,2,20,4204
"program",1,2,20,4219
"properli",1,2,20,4235
"qualit",1,2,20,4301
"quantit",1,2,20,4308
"rand",1,2,20,4358
"reach",1,2,20,4383
"reduc",1,2,20,4424
"result",2,2,20,4528
"seek",1,2,20,4746
"segment",9,2,20,4749
"set",1,2,20,4799
"sever",1,2,20,4805
"studi",2,2,20,5142
"systemat",1,2,20,5255
"take",1,2,20,5265
"taken",1,2,20,5266
"task",4,2,20,5277
"techniqu",2,2,20,5294
"technologi",1,2,20,5297
"term",1,2,20,5329
"therefor",1,2,20,5358
"thu",1,2,20,5392
"type",1,2,20,5527
"user",1,2,20,5638
"variat",1,2,20,5675
"view",1,2,20,5727
"visual",1,2,20,5753
"voi",1,2,20,5766
"weight",1,2,20,5817
"well",1,2,20,5821
"work",1,2,20,5867
"admit",1,3,20,84
"aim",1,3,20,141
"amplif",1,3,20,213
"appli",3,3,20,283
"biliz",1,3,20,557
"call",1,3,20,726
"can",1,3,20,737
"caus",2,3,20,810
"collaps",1,3,20,1002
"compar",1,3,20,1042
"conform",4,3,20,1107
"consist",1,3,20,1125
"constitut",1,3,20,1129
"converg",2,3,20,1167
"damp",1,3,20,1319
"develop",1,3,20,1452
"differ",1,3,20,1487
"dimension",1,3,20,1498
"dimensionless",1,3,20,1499
"direct",1,3,20,1504
"equat",1,3,20,1790
"flow",3,3,20,2059
"fluid",5,3,20,2062
"focus",1,3,20,2066
"formul",2,3,20,2091
"furthemor",1,3,20,2154
"gieseku",1,3,20,2243
"guarante",1,3,20,2336
"high",3,3,20,2447
"highlight",1,3,20,2452
"hwnp",1,3,20,2511
"hydrodynam",1,3,20,2515
"identifi",1,3,20,2550
"incompress",1,3,20,2611
"instabl",1,3,20,2697
"investig",1,3,20,2771
"kernel",2,3,20,2875
"keyword",1,3,20,2877
"laminar",1,3,20,2929
"literatur",1,3,20,3050
"method",2,3,20,3306
"necessari",1,3,20,3538
"newtonian",2,3,20,3584
"non",2,3,20,3614
"number",3,3,20,3660
"nume",2,3,20,3661
"numer",1,3,20,3662
"observ",1,3,20,3677
"order",1,3,20,3741
"paramet",1,3,20,3838
"perform",1,3,20,3936
"poiseuil",1,3,20,4041
"present",1,3,20,4158
"preserv",1,3,20,4159
"problem",4,3,20,4200
"properti",1,3,20,4236
"rical",2,3,20,4553
"scheme",1,3,20,4699
"schlicht",1,3,20,4703
"sever",1,3,20,4805
"simul",3,3,20,4880
"solut",2,3,20,4979
"sta",1,3,20,5064
"stabil",3,3,20,5065
"studi",1,3,20,5142
"techniqu",2,3,20,5294
"tensor",2,3,20,5315
"time",1,3,20,5401
"tollmien",1,3,20,5425
"transform",1,3,20,5470
"transit",1,3,20,5471
"turbul",1,3,20,5514
"two",1,3,20,5525
"vari",1,3,20,5668
"viscoelast",3,3,20,5746
"wave",1,3,20,5800
"weissenberg",3,3,20,5819
"work",1,3,20,5867
"abl",1,4,20,12
"academia",1,4,20,25
"accur",1,4,20,42
"action",1,4,20,54
"around",1,4,20,334
"aspect",1,4,20,353
"assess",1,4,20,360
"badli",1,4,20,446
"basic",1,4,20,477
"brazil",1,4,20,656
"brazilian",1,4,20,657
"call",1,4,20,726
"can",1,4,20,737
"capabl",1,4,20,753
"cast",1,4,20,796
"coeffici",1,4,20,984
"combin",1,4,20,1017
"complex",1,4,20,1058
"comput",2,4,20,1071
"condit",1,4,20,1090
"countri",3,4,20,1216
"covid",4,4,20,1226
"curv",1,4,20,1287
"dai",1,4,20,1311
"data",3,4,20,1330
"deal",1,4,20,1342
"death",2,4,20,1344
"deceas",2,4,20,1350
"deliv",1,4,20,1389
"describ",1,4,20,1425
"differ",2,4,20,1487
"driven",1,4,20,1611
"dynam",1,4,20,1630
"effect",2,4,20,1670
"effort",1,4,20,1674
"extend",1,4,20,1928
"fight",1,4,20,2013
"final",1,4,20,2022
"fit",1,4,20,2044
"fore",1,4,20,2078
"forecast",2,4,20,2079
"framework",1,4,20,2112
"govern",1,4,20,2283
"guid",1,4,20,2341
"home",1,4,20,2475
"infect",2,4,20,2642
"infecti",1,4,20,2643
"ing",1,4,20,2664
"join",1,4,20,2824
"keyword",1,4,20,2877
"learn",1,4,20,2970
"machin",1,4,20,3123
"mainli",1,4,20,3142
"mass",1,4,20,3207
"mathemat",1,4,20,3218
"method",1,4,20,3306
"methodologi",1,4,20,3308
"million",1,4,20,3341
"model",3,4,20,3392
"monitor",1,4,20,3409
"network",1,4,20,3571
"neural",1,4,20,3573
"novel",1,4,20,3648
"number",2,4,20,3660
"particular",1,4,20,3862
"paulo",2,4,20,3887
"peopl",1,4,20,3919
"popul",2,4,20,4071
"predict",4,4,20,4134
"predictor",1,4,20,4135
"process",1,4,20,4204
"progress",1,4,20,4221
"properli",1,4,20,4235
"propos",1,4,20,4239
"rate",1,4,20,4369
"reach",1,4,20,4383
"real",1,4,20,4390
"recov",1,4,20,4411
"recoveri",1,4,20,4412
"region",1,4,20,4441
"reproduct",1,4,20,4500
"result",1,4,20,4528
"sampl",1,4,20,4648
"são",2,4,20,4659
"scenario",1,4,20,4694
"scienc",1,4,20,4715
"show",1,4,20,4834
"stand",1,4,20,5074
"state",2,4,20,5081
"still",1,4,20,5102
"strategi",1,4,20,5120
"studi",1,4,20,5142
"suscept",1,4,20,5229
"system",1,4,20,5254
"tegrat",1,4,20,5301
"time",1,4,20,5401
"toll",1,4,20,5424
"total",2,4,20,5446
"two",1,4,20,5525
"unifi",1,4,20,5594
"vaccin",4,4,20,5647
"vari",1,4,20,5668
"vestig",1,4,20,5713
"viral",1,4,20,5739
"work",1,4,20,5867
"achiev",1,5,20,46
"algorithm",1,5,20,162
"among",1,5,20,208
"anim",1,5,20,243
"appli",2,5,20,283
"applic",2,5,20,284
"approach",1,5,20,289
"area",1,5,20,311
"aspect",1,5,20,353
"assess",1,5,20,360
"background",1,5,20,443
"bear",1,5,20,495
"benchmark",1,5,20,518
"built",1,5,20,696
"call",1,5,20,726
"clearli",1,5,20,951
"computation",1,5,20,1074
"connect",1,5,20,1114
"corrupt",1,5,20,1201
"damag",1,5,20,1317
"data",1,5,20,1330
"degre",1,5,20,1379
"deriv",1,5,20,1422
"differenti",1,5,20,1488
"digit",3,5,20,1494
"equat",1,5,20,1790
"estim",1,5,20,1830
"field",1,5,20,2009
"fill",1,5,20,2019
"goal",1,5,20,2267
"gradual",1,5,20,2295
"graphic",1,5,20,2306
"harmon",1,5,20,2379
"human",1,5,20,2505
"hydrodynam",2,5,20,2515
"imag",8,5,20,2564
"impos",1,5,20,2589
"inpaint",6,5,20,2686
"interest",1,5,20,2728
"interpol",2,5,20,2739
"intric",1,5,20,2755
"keyword",1,5,20,2877
"main",1,5,20,3141
"make",2,5,20,3147
"master",1,5,20,3209
"mesh",1,5,20,3289
"method",1,5,20,3306
"mind",1,5,20,3346
"miss",2,5,20,3363
"model",1,5,20,3392
"moreov",1,5,20,3428
"natur",1,5,20,3528
"nois",1,5,20,3610
"numer",1,5,20,3662
"object",1,5,20,3674
"part",1,5,20,3855
"partial",1,5,20,3858
"particl",5,5,20,3860
"portion",1,5,20,4083
"possibl",1,5,20,4093
"problem",2,5,20,4200
"process",2,5,20,4204
"propos",1,5,20,4239
"purpos",1,5,20,4285
"recomposit",1,5,20,4407
"reconstruct",2,5,20,4409
"recov",2,5,20,4411
"refer",1,5,20,4428
"reformul",1,5,20,4433
"relat",1,5,20,4461
"remov",1,5,20,4476
"represent",1,5,20,4498
"research",1,5,20,4505
"retouch",1,5,20,4533
"satisfactori",1,5,20,4675
"scheme",1,5,20,4699
"sinc",1,5,20,4884
"smooth",2,5,20,4939
"solut",1,5,20,4979
"sophist",1,5,20,4988
"spars",1,5,20,5002
"speak",1,5,20,5008
"specif",1,5,20,5014
"sph",2,5,20,5029
"strategi",1,5,20,5120
"successfulli",1,5,20,5172
"synthesi",1,5,20,5251
"system",2,5,20,5254
"term",1,5,20,5329
"textur",1,5,20,5342
"theori",1,5,20,5353
"therefor",2,5,20,5358
"treat",1,5,20,5480
"treatment",1,5,20,5481
"valu",1,5,20,5661
"versatil",1,5,20,5703
"vision",1,5,20,5750
"visual",1,5,20,5753
"whether",1,5,20,5835
"within",1,5,20,5858
"without",1,5,20,5859
"–",1,6,20,NA
"accord",1,6,20,38
"accuraci",1,6,20,43
"achiev",1,6,20,46
"altern",2,6,20,186
"analysi",1,6,20,224
"analyz",2,6,20,227
"asymptot",1,6,20,380
"avaiabl",1,6,20,429
"boundari",2,6,20,636
"can",1,6,20,737
"cartesian",1,6,20,787
"case",2,6,20,791
"caus",1,6,20,810
"chang",1,6,20,861
"coeffici",1,6,20,984
"combin",1,6,20,1017
"concret",1,6,20,1086
"condit",2,6,20,1090
"conduct",1,6,20,1093
"confirm",1,6,20,1103
"consid",2,6,20,1123
"constitut",1,6,20,1129
"construct",1,6,20,1133
"context",1,6,20,1146
"contract",2,6,20,1156
"contrast",1,6,20,1160
"converg",1,6,20,1167
"data",1,6,20,1330
"decomposit",1,6,20,1358
"defin",1,6,20,1373
"describ",1,6,20,1425
"differ",2,6,20,1487
"discret",1,6,20,1521
"dyadic",1,6,20,1628
"effect",2,6,20,1670
"equat",2,6,20,1790
"expans",1,6,20,1902
"finit",2,6,20,2028
"flow",6,6,20,2059
"fluid",2,6,20,2062
"formu",2,6,20,2090
"formul",5,6,20,2091
"good",1,6,20,2278
"howev",1,6,20,2497
"improv",1,6,20,2593
"instanc",2,6,20,2699
"investig",1,6,20,2771
"keyword",1,6,20,2877
"known",1,6,20,2891
"lation",2,6,20,2952
"law",1,6,20,2959
"linear",2,6,20,3039
"literatur",2,6,20,3050
"materi",1,6,20,3214
"mathemat",1,6,20,3218
"mesh",1,6,20,3289
"method",1,6,20,3306
"model",2,6,20,3392
"natur",2,6,20,3528
"navier",1,6,20,3530
"need",1,6,20,3540
"new",2,6,20,3581
"newtonian",1,6,20,3584
"non",2,6,20,3614
"now",1,6,20,3652
"nsf",3,6,20,3654
"nume",1,6,20,3661
"numer",4,6,20,3662
"obtain",1,6,20,3681
"oldroyd",1,6,20,3703
"order",1,6,20,3741
"particular",1,6,20,3862
"phan",1,6,20,3969
"polymer",1,6,20,4055
"possibl",1,6,20,4093
"problem",1,6,20,4200
"project",3,6,20,4223
"properti",1,6,20,4236
"provid",1,6,20,4253
"ptt",1,6,20,4272
"recent",1,6,20,4399
"refer",1,6,20,4428
"repres",1,6,20,4497
"result",2,6,20,4528
"rical",1,6,20,4553
"scheme",1,6,20,4699
"singular",2,6,20,4888
"slip",7,6,20,4922
"solut",3,6,20,4979
"solv",2,6,20,4980
"stick",1,6,20,5100
"still",1,6,20,5102
"stress",4,6,20,5129
"studi",4,6,20,5142
"taner",1,6,20,5272
"tensor",2,6,20,5315
"theoret",1,6,20,5352
"therefor",1,6,20,5358
"thien",1,6,20,5368
"tonian",1,6,20,5433
"uniform",1,6,20,5595
"vari",1,6,20,5668
"verifi",1,6,20,5701
"viscoelast",4,6,20,5746
"yet",1,6,20,5903
"analyz",1,7,20,227
"approxim",1,7,20,293
"bound",2,7,20,635
"consid",1,7,20,1123
"consist",1,7,20,1125
"converg",1,7,20,1167
"domain",1,7,20,1581
"ellipt",2,7,20,1706
"equival",1,7,20,1799
"exist",1,7,20,1897
"function",1,7,20,2146
"growth",1,7,20,2330
"instead",1,7,20,2701
"involv",2,7,20,2774
"keyword",1,7,20,2877
"laplacian",4,7,20,2938
"method",1,7,20,3306
"mountain",1,7,20,3444
"nehari",1,7,20,3546
"obtain",1,7,20,3681
"oper",3,7,20,3725
"pass",1,7,20,3868
"problem",2,7,20,4200
"scheme",1,7,20,4699
"sequenc",1,7,20,4782
"show",1,7,20,4834
"solut",2,7,20,4979
"space",1,7,20,4999
"subcrit",1,7,20,5149
"techniqu",1,7,20,5294
"term",1,7,20,5329
"theorem",1,7,20,5351
"variat",1,7,20,5675
"work",1,7,20,5867
"adapt",1,8,20,65
"aim",1,8,20,141
"appli",1,8,20,283
"approach",1,8,20,289
"base",2,8,20,473
"call",1,8,20,726
"classic",1,8,20,942
"comput",1,8,20,1071
"consid",1,8,20,1123
"context",1,8,20,1146
"cost",1,8,20,1204
"deve",1,8,20,1451
"digit",4,8,20,1494
"exploit",1,8,20,1916
"face",1,8,20,1938
"field",1,8,20,2009
"focus",1,8,20,2066
"formul",1,8,20,2091
"framework",1,8,20,2112
"full",1,8,20,2142
"goal",1,8,20,2267
"high",1,8,20,2447
"hydrodynam",2,8,20,2515
"imag",3,8,20,2564
"inpaint",7,8,20,2686
"intend",1,8,20,2716
"interpret",1,8,20,2741
"issu",1,8,20,2795
"keyword",1,8,20,2877
"lead",1,8,20,2962
"lopment",1,8,20,3085
"main",1,8,20,3141
"mani",1,8,20,3165
"method",2,8,20,3306
"miss",1,8,20,3363
"new",1,8,20,3581
"object",2,8,20,3674
"occas",1,8,20,3683
"output",1,8,20,3778
"paradigm",1,8,20,3831
"part",1,8,20,3855
"particl",3,8,20,3860
"patch",3,8,20,3873
"pect",1,8,20,3902
"pixel",1,8,20,4003
"poor",1,8,20,4066
"process",1,8,20,4204
